file.name,peak.number,85.1327_TMAO-d9,180.1216_Cotinine-d3,182.1373_Nicotine-N-oxide-d3,184.0774_F-Phe,216.9548_Bromohypoxanthine,319.1737_Oxcodone-d3,378.1968_Trazodone-d6,392.2248_Quetiapine-d8,415.2447_Risperidone-d4,114.0667_Creatinine,117.0856_Creatinine-d3,130.1093_Metformin,136.1126_Amphetamine,150.1283_MethamphetaminePhentermine_1st,150.1283_MethamphetaminePhentermine_2nd,160.1_Pregabalin interference,160.13_Pregabalin interference,160.1338_Pregabalin_2nd,166.09_Pseudoephedrine interference,166.12_Pseudoephedrine interference,166.1232_Pseudoephedrine,172.1338_Gabapentin,177.1028_Cotinine,"180.1025_3,4-Methylenedioxyamphetamine_2nd",193.0977_Hydroxycotinine,"194.1181_3,4-Methyl​enedioxy​methamphetamine",200.1287_Ecgonine,"208.1338_3,4-Methylenedioxy-N-ethylamphetamine",216.0427_Cl-Tyr,233.1654_Norfentanyl,234.1494_Methylphenidate,240.1155_Bupropion,248.1651_Meperidine,256.0157_Lamotrigine,256.1104_Hydroxybupropion,256.1701_Diphenhydramine,258.0127_37Cl Lamotrigine,266.1657_Mirtazapine,276.13_EDDP surrogate interference,278.16_EDDP surrograte,278.1909_EDDP_1st,278.212_Venlafaxine_2nd,282.07_Nitrazepam surrogate,282.0879_Nitrazepam,285.0795_Diazepam,286.0747_7-Aminoclonazepam,286.1443_Hydromorphone_1st,286.1443_Morphine_2nd,287.0587_Oxazepam_2nd,300.16_Hydrocodone_1st,300.16_Codeine_2nd,301.0744_Temazepam,302.1392_Oxymorphone,306.0816_Sertraline,308.15_Zolpidem surrogate,308.1763_Zolpidem_2nd,308.2014_Benztropine_1st,310.1419_Fluoxetine,310.2171_Methadone,313.1487_Olanzapine,316.0489_Clonazepam,316.1549_Oxycodone,319.1036_Chlorpromazine,321.0198_Lorazepam,325.0449_Lorazepam-d4,328.1549_6-Acetylmorphine_1st,328.1549_Naloxone_2nd,330.1505_Paroxetine,337.228_Fentanyl,342.1705_Naltrexone,353.1349_Cotinine glucuronide,372.1591_Trazodone,376.148_Haloperidol,380.1731_Haloperidol-d4,384.1746_Quetiapine,389.1129_Zopiclone,404.1563_Perphenazine,411.2196_Risperidone,448.1559_Aripiprazole,468.3114_Buprenorphine
,4,2055951.02,2281607.477,2418424.511,2928690.505,727988.2847,508915.7333,407771.4359,427302.6043,849026.9616,66963880.42,1887975.017,3938486.175,443404.3599,Interfered,Interfered,336840.3827,105472.1544,1685858.596,452776.3228,208340.2346,531326.6722,3939653.334,204737.4197,483817.5776,434667.9243,406608.8411,183554.4446,498800.8022,1530475.789,307904.1452,425774.4265,289882.1281,825379.6823,205499.9599,241462.0103,302539.8425,140001.7549,292732.9774,280578.5948,58794.8828,Interfered,855031.2437,91532.98742,247215.685,450373.7176,153084.3133,161622.9521,Interfered,257504.8381,271452.1326,259341.8584,269576.0863,196915.7985,268052.6083,81308.86258,Interfered,Interfered,612470.4397,1458762.576,305454.9432,155047.7374,239891.4866,144531.7372,76931.11809,86615.92605,140524.3758,189929.4543,362573.9277,590190.489,224087.0021,255218.5233,110133.0016,137512.2525,581419.5259,136988.9511,117638.592,164813.5794,213259.6584,77112.362,249002.9144
,5,2062832.49,2108703.204,2155325.141,2758378.391,710983.786,526919.1104,397443.5088,383614.2984,759751.8196,64017419.64,1809536.232,4034646.54,415656.5141,Interfered,Interfered,298421.1025,99144.44716,1715988.32,524027.0208,241763.3853,510033.6467,4143516.672,190266.1923,435815.0813,543663.4529,442209.8925,168760.8583,468792.6369,1476250.115,310371.0412,491327.5366,297256.6718,799735.6933,203518.1084,219909.1673,266579.7695,134660.2038,281653.5055,265324.9184,54037.50431,Interfered,964806.7557,93603.16487,234171.2733,403629.1289,138223.1784,164137.4837,Interfered,259326.6166,257943.3171,243037.8281,265061.1627,183760.182,251156.0669,76809.2938,Interfered,Interfered,564441.2503,1400561.401,294863.3463,149232.2446,249684.8818,165712.1184,80002.45849,86271.36954,137815.4425,183472.5573,343507.7291,645342.2545,198596.2779,243541.2399,102438.4866,143512.6297,557352.8844,136180.9425,118752.9071,143079.181,211408.3187,69147.83002,238917.2507
,6,1971719.221,2255862.734,2050542.974,2725966.979,694901.0847,460157.0723,393062.5271,377941.6196,719987.2339,65853208.12,1919661.481,4042387.605,397250.7771,Interfered,Interfered,287198.7988,116539.0785,1659725.855,687504.5848,239650.9201,492504.0216,3920715.096,206044.2289,438075.4156,490009.6689,424852.0713,169545.8737,491074.7526,1421118.329,313141.2114,472253.7077,268823.4698,797582.5782,201142.0593,220019.0969,322496.8857,138663.504,281927.0353,255197.5662,67025.4115,862122.5708,867562.0924,89210.42048,226486.5582,416512.0711,137774.7319,142133.4631,Interfered,237902.5736,229771.5298,232284.9502,206305.9331,177455.5371,222063.2002,78970.07305,Interfered,Interfered,554518.5396,1391291.93,259181.1045,158952.4075,214958.4294,136637.446,78097.3019,88233.24545,130888.8773,182325.991,326460.9572,614634.2771,192753.96,238559.0639,99532.62416,131533.8271,548146.2141,123867.1708,110991.9394,133087.1193,203942.9011,62609.42024,227023.9544
,7,1898039.074,2288636.058,2077178.624,2670732.696,675192.3541,595618.3421,370591.6606,356117.7972,635030.4311,67212958.94,1993548.221,4072053.767,424076.9573,Interfered,NPD,284366.4693,114572.5626,1702008.015,692149.3917,224447.5389,Interfered,4048563.858,206147.2259,431404.5968,458212.9216,427799.9209,184337.7861,504776.3789,1402449.271,294866.2348,486970.0986,299595.4626,770237.8994,213425.1475,206778.6052,286171.0921,137426.8048,277312.8626,247905.5037,54883.66954,701237.893,860307.1154,88987.69687,Interfered,394715.8709,130933.5665,153278.8549,Interfered,244629.7059,221067.8912,239440.6157,159690.644,190195.0846,221718.8098,79611.24221,Interfered,Interfered,540950.7444,1357493.128,254770.0343,150989.0551,270289.6242,144731.5872,72451.40526,85118.39805,119181.7022,171516.3873,317042.9161,611854.3956,193547.6098,243169.417,97128.35724,131793.3676,533968.2329,122526.996,118374.4301,128381.8824,189588.0695,63304.63424,217967.2067
,8,1868446.896,2278610.95,1958888.28,2622423.102,678990.0254,560210.961,363062.9286,385608.4702,637736.5473,64562861.73,1897089.879,4230279.467,416850.2221,994724.6618,377806.5669,277665.911,118653.0799,1548622.524,502563.8497,222371.2277,658141.9893,3715674.405,195790.5637,422677.3976,485803.722,444058.845,174197.3546,474267.4972,1339545.249,264372.8703,472447.4909,276592.3568,743527.2611,194844.3609,204350.1854,305596.3388,132446.179,275363.7684,244823.5033,52407.324,701639.035,861861.6655,86119.99114,Interfered,396926.1891,204583.1751,139535.7458,Interfered,246802.9771,234986.9916,233283.8311,157227.8578,180209.4407,212514.1513,75978.08475,Interfered,Interfered,528120.3358,1334710.861,218467.7354,85590.04238,260757.1461,130531.1561,78185.2739,101198.4565,117484.6404,166577.5587,310062.6415,602335.1876,192442.4338,232280.8412,97441.39155,121354.2364,525623.84,126932.3136,113998.2224,146088.0827,164327.5362,64251.49225,212421.3334
,9,1802818.182,2276630.489,1862443.117,2599789.185,662721.9822,541561.1056,355522.466,373336.8776,787529.708,68212482.13,1991153.24,4234917.408,405989.7388,617132.1706,327401.3165,273876.6683,111424.9812,1546740.545,442441.6948,212174.2838,325064.5881,3692495.919,221315.7449,418689.6869,470807.8453,433942.243,174939.872,509538.3469,1311034.075,251200.7838,461440.9419,274473.6378,723570.1457,191337.6143,215471.4593,290518.3176,129254.6014,241170.6126,246474.8043,56574.45657,663548.926,822049.4336,90420.37862,Interfered,381936.2758,Interfered,147870.4526,Interfered,159123.4522,241177.2073,226438.1777,159076.8762,169583.9552,205389.416,85928.89374,Interfered,Interfered,488354.1001,1358806.602,204573.6387,86134.73088,248044.2497,130091.8409,72170.08993,97872.01605,111832.6679,158558.7904,299106.6458,609246.7906,186704.7735,232102.5483,89767.33863,127548.9411,524796.8374,116501.0979,115937.9777,128966.0729,189437.5758,61234.39176,208195.7095
,10,1861166.53,2343958.605,2003167.893,2751490.414,712984.5722,556166.7913,390663.7609,390992.9558,709650.7891,72152122.27,2080156.954,4462208.755,411145.9613,657943.5099,392076.071,294397.2797,134139.4499,1621503.758,467179.6384,182044.5711,393323.9594,3874166.519,214769.0586,462382.4496,554514.7559,481032.0013,214550.9489,531043.3256,1404955.645,279495.9002,466536.5723,307687.438,766538.6132,210515.5418,229743.1186,309758.5888,136282.2349,224042.6376,245211.7773,61389.98014,725087.0774,867259.2201,95450.96629,Interfered,414954.6873,Interfered,145362.1764,Interfered,137881.2511,249216.2954,240436.4818,164367.3638,174313.6996,221690.2266,87637.63977,Interfered,Interfered,542906.2632,1450287.57,233116.5185,101989.0018,253398.1318,128535.102,85479.74285,105417.0572,115235.4046,176246.0727,322249.0118,657198.6503,194702.0594,245776.0869,114524.6776,131173.8855,565512.1241,131424.0692,119040.2279,137187.5427,193039.6379,73049.903,230266.7532
,11,1972537.301,2359380.27,1755206.742,2509593.997,241207.0275,502903.1875,362662.3313,394968.5524,678957.4535,66277401.26,1914835.727,4169908.615,417077.3051,600411.6825,344927.1865,257658.2772,135463.8068,1499871.03,434916.3606,95927.88716,433786.6905,3559409.387,220980.967,418034.3569,492279.8762,427506.656,186030.8896,506422.4216,1268726.219,267403.9159,432905.4357,274308.6075,743554.1527,181695.1053,209184.8002,287481.0784,121371.0212,155888.7706,228176.1866,55297.58413,629670.8096,820742.815,79346.51457,206374.7766,380782.5167,Interfered,146601.9913,Interfered,158927.032,220361.7282,210273.5946,154911.3921,150680.0826,195910.1576,84443.78367,Interfered,Interfered,483688.9909,1348899.112,222185.9642,81374.2884,245975.0994,123343.0982,78617.70144,91044.71049,121162.1624,166508.458,287233.5282,596850.4757,177310.6685,225585.0045,107346.7787,115970.9113,519500.8957,129706.5611,112054.6018,154527.1345,184457.9454,63249.35867,206597.1625
,12,2061333.203,2308715.871,1659086.543,2509910.964,260597.8002,492302.0163,368464.2397,370426.7516,798972.3494,68853055.47,1994252.865,4217635.858,404254.5254,585088.8649,387104.0073,272610.9092,240172.8744,1640720.103,444336.5066,219542.1515,455948.1544,3639594.348,215994.4068,427201.1876,490825.6419,430438.6378,199575.1864,490642.9509,1326309.312,273617.5386,446829.2201,294144.3346,743935.9032,176629.2567,209140.9096,292736.7107,125773.0537,118999.4032,230646.0409,58985.00904,653750.285,845580.5057,82291.55151,203659.0242,394942.5271,Interfered,147319.9111,Interfered,321617.4255,226590.8944,224413.9368,162711.8074,137170.7134,196894.6036,92113.755,Interfered,Interfered,492115.0238,1363748.455,216310.2406,80508.17539,236560.4229,130602.6171,78490.56525,96611.9297,122428.455,166482.6672,300586.5961,617481.845,177841.1376,223798.4742,113723.9215,122993.3765,533828.736,Interfered,103595.8502,140809.7116,203690.6904,63363.92681,206328.3009
,13,2143008.629,2371269.62,1911865.456,2557053.154,286099.6585,531822.9613,381394.567,433713.3969,858263.7118,68095146.91,1942016.188,4080792.287,406051.1734,575713.281,398174.7544,272436.1571,243711.0443,1608309.085,454255.0945,372214.1336,470638.1746,3623041.585,241894.32,417520.536,489637.1602,439985.9793,188558.7646,501491.5095,1325546.903,283086.6211,440935.8302,299711.4597,759618.9044,194208.4481,206983.5833,302877.4602,123916.6148,147456.9439,184806.8924,51810.16314,650732.0576,864317.2335,86779.86104,214877.3925,406277.2199,Interfered,153827.0531,155608.2213,207163.3556,235839.975,230494.8655,231624.5185,136541.8969,227371.823,83076.67071,439521.4264,Interfered,503492.0629,1419420.638,190625.1731,81105.90457,229145.9681,140302.5561,181939.5939,227202.0953,120595.1424,182590.6506,299935.6169,646696.0619,185785.3293,229441.0877,111156.0663,146833.5362,566184.7144,126716.109,113334.0687,145914.4312,208726.7235,79014.01113,220040.4945
20240911_04,1,2435419.459,2384587.093,2626047.243,3105701.503,948645.5407,627829.2204,427662.9662,439216.178,844697.1662,28721.07973,112690.547,262617.5032,153879.1854,247368.6818,Interfered,3806.56666,4758.144063,146307.2002,13833.35704,40276.18314,173735.8865,193541.7506,85319.82151,123301.9716,147639.3933,165051.8388,108567.4932,165527.6252,1720114.902,165069.8586,277553.3267,133244.9606,323362.656,76053.29263,104431.5476,134294.8651,56265.63635,97729.50682,39232.39774,16628.75399,275216.2571,Interfered,37391.49544,105824.7714,162056.3598,50495.23636,61723.63641,Interfered,132263.0245,86331.06419,96182.33629,141560.9529,60458.50693,38672.96264,38989.82374,Interfered,113144.141,122839.609,437331.3347,80970.11288,84790.55608,114060.183,37806.7039,61987.04087,188833.6281,49000.96199,76400.97948,85124.46862,203356.7015,89008.89335,77015.23339,47921.53149,46226.46147,534033.641,54760.15492,45541.24657,23878.72443,78881.12076,9257.947104,43772.3664
,2,2084565.662,2075724.239,2297001.507,3625067.298,755193.0551,465192.7453,322051.3855,309378.4803,676220.8572,37366105.92,16248.02933,,NPD,Interfered,Interfered,423790.4545,57615.7873,14370.2699,376600.1359,36476.14013,NPD,16619.34601,7367.906813,NPD,3281.73271,<LOD,11793.67457,8773.428517,1819623.513,3771.7889,17547.18767,5494.851491,17546.16289,6431.196259,8343.69303,8169.068079,NPD,44058.78566,95512.41554,NPD,<LOD,9314.480143,1370.42183,11122.44536,<LOD,1821.890861,4232.719217,NPD,<LOD,NPD,3106.854487,NPD,13405.3441,NPD,3310.78995,Interfered,Interfered,NPD,<LOD,NPD,2060.050209,<LOD,NPD,NPD,106499.7634,NPD,Interfered,3602.483479,6018.889971,14078.16205,NPD,NPD,NPD,402403.0292,Interfered,NPD,<LOD,6579.413805,NPD,<LOD
,3,2077673.224,1921015.467,2014053.94,3423203.914,728445.7487,456139.318,321069.5549,300223.7429,693025.5267,54106072.94,1695966.518,,NPD,Interfered,Interfered,1024327.57,43936.86524,35383.11029,532869.9823,86741.52168,4304.811388,28862.08184,2981.613865,NPD,NPD,NPD,7702.735812,5146.621517,1832695.694,36279.3907,7589.287377,2661.409985,NPD,1062.659311,26180.60173,3894.567417,<LOD,40244.83786,74875.38083,NPD,Interfered,Interfered,4004.643156,19564.73541,NPD,Interfered,2680.658131,NPD,<LOD,11491.30343,NPD,NPD,21806.36752,962.3306895,<LOD,Interfered,Interfered,2661.274162,49037.94725,49937.1023,<LOD,7285.926071,2179.928611,2756.649595,104228.1892,Interfered,NPD,2277.405951,10006.69662,NPD,NPD,NPD,2888.259928,407371.8283,NPD,2639.512391,<LOD,NPD,<LOD,<LOD
,4,1795794.447,1995847.748,1858196.388,3087734.936,659987.7173,378654.1012,309026.7299,294837.2151,697989.0771,68454461.02,1425505.449,NPD,NPD,Interfered,NPD,110630.4314,224914.9076,14505.82939,1047007.111,51991.5441,NPD,10993.96708,140291.582,14065.80254,287340.2416,25116.85211,115110.0135,NPD,1599398.77,67581.28182,20281.58861,3216.487434,33286.24588,1417.32913,NPD,Interfered,NPD,72764.12125,51838.62469,NPD,NPD,21044.24988,1338.845201,Interfered,<LOD,NPD,22886.45017,Interfered,<LOD,7522.529095,NPD,NPD,11829.91501,NPD,2024.870051,Interfered,Interfered,3439.829174,94505.75977,NPD,<LOD,NPD,NPD,2164.341367,106332.0211,2501.400549,Interfered,NPD,NPD,2390.113514,294843.067,3332.019457,1766.121566,398525.255,Interfered,NPD,3195.747992,19599.46769,1237.39787,NPD
,5,1978668.379,2437138.242,2026376.187,3356077.582,729153.509,580578.7911,341076.4778,284189.9034,672158.9376,34494425.33,1888837.206,,NPD,NPD,2283.842421,86367.49371,51875.94895,20200.99139,835495.5618,61016.95884,12766.40765,12098.70881,44774.75359,30137.16631,40427.95662,6775.200771,2890.03034,<LOD,1777869.051,21541.46722,23092.01339,NPD,64969.45651,NPD,NPD,NPD,NPD,85687.52023,42045.69604,9286.270821,Interfered,14353.4664,2811.780181,Interfered,NPD,<LOD,NPD,16576.58226,<LOD,NPD,4425.179735,<LOD,9985.477102,NPD,NPD,Interfered,Interfered,NPD,19553.28832,33153.81774,<LOD,12982.20915,30390.75898,2195.361064,118406.4371,Interfered,2528.694982,NPD,7550.732195,2421.43997,77982.11285,1782.351959,NPD,375887.8844,3678.570622,8218.917385,<LOD,10131.30704,907.5239462,13750.46473
,6,1600255.744,2358347.019,1997978.35,3237613.817,681138.6581,508961.4826,323573.6467,307077.6986,503944.5166,71669890.09,1860856.195,,NPD,NPD,Interfered,48347.73763,20143.59769,4929.629052,699345.7771,22999.50561,NPD,NPD,116958.2796,41411.03347,213042.4298,14182.28452,11641.58089,NPD,1684512.298,18111.93492,40822.03671,<LOD,26379.68893,NPD,3513.855638,4081.092423,NPD,25602.04045,12023.44352,5828.529167,11199.2233,Interfered,8452.190834,Interfered,<LOD,Interfered,17401.67788,20979.6155,3715.297646,5583.881483,NPD,NPD,21531.93619,NPD,NPD,Interfered,Interfered,<LOD,<LOD,8512.497302,1526.884883,NPD,9483.603265,7312.6663,88502.82303,NPD,NPD,1874.153323,<LOD,3847.628034,207440.8784,36187.50944,NPD,379736.4759,Interfered,22251.07382,4722.920413,8498.628076,<LOD,<LOD
,7,1812720.807,2334356.712,1939023.15,3213825.981,705281.7366,676553.8005,311795.5304,289861.9019,649357.5534,14247565.24,1870024.816,,3531.320408,Interfered,2137.644031,43665.8231,17314.24701,3512.723181,206408.6489,68514.90213,NPD,2910.385665,40761.1173,NPD,30742.60891,NPD,NPD,12018.00019,1667512.95,12106.41604,NPD,NPD,22928.57242,1648.550813,9654.702856,3890.423141,<LOD,62174.05456,54365.53832,NPD,5736.221596,<LOD,3958.390927,Interfered,NPD,Interfered,NPD,Interfered,NPD,16341.26767,NPD,38866.69369,3225.020372,NPD,NPD,Interfered,Interfered,<LOD,66509.04604,11063.9229,2161.780537,<LOD,113809.3245,4717.119311,88660.03541,4103.350825,NPD,2203.862491,7239.744962,13441.84027,5559.231432,<LOD,NPD,295168.3765,8545.405948,NPD,1734.114821,NPD,1296.931692,NPD
,8,1488029.984,2235827.678,1623120.117,3266937.681,707052.5995,622999.0246,341764.7194,348658.6675,653444.2167,63595646.6,2002014.566,,NPD,NPD,4613.480356,43214.30022,79606.04641,5080.798437,920465.8331,<LOD,Interfered,<LOD,101653.3512,54382.12635,285505.475,26826.00188,3692.380066,6018.46076,1715307.177,8873.920962,19287.3503,14525.73773,61033.37388,NPD,2382.352682,Interfered,NPD,48020.67792,46171.86472,15853.54617,Interfered,4763.330647,6590.068398,Interfered,<LOD,1827.450106,21640.58946,Interfered,NPD,NPD,<LOD,<LOD,11891.81548,981.1787719,2333.101327,Interfered,Interfered,3367.189327,17544.41362,14988.00628,2909.757385,5093.88806,3431.30504,5566.762515,109786.8005,NPD,4111.984763,NPD,6465.824537,<LOD,102620.6197,2657.59397,1397.199972,347913.4032,Interfered,NPD,1098.833146,9235.118364,NPD,3531.226691
,9,1644525.975,2510178.985,1763311.655,3145649.438,686513.7126,609594.6084,315892.6387,285619.5433,610373.1755,29592071.07,2009630.287,NPD,NPD,1629.77509,7859.622132,2874.147771,127923.3966,13144.85091,215373.3235,5080.748452,Interfered,3036.144936,63726.43802,15137.75825,144092.1755,15496.28091,7511.470986,Interfered,1611305.981,13517.49366,6262.71575,45377.51984,13304.8988,2007.845439,10911.12148,Interfered,NPD,64840.14333,52313.89437,NPD,NPD,<LOD,5978.563664,Interfered,10471.28455,Interfered,3400.748059,Interfered,2628.532994,NPD,4700.661098,NPD,30151.56379,<LOD,NPD,Interfered,Interfered,3320.959044,67219.41218,<LOD,4010.801091,NPD,7399.102975,NPD,112307.5891,3650.006478,NPD,NPD,<LOD,<LOD,64810.24729,2205.190909,NPD,294492.797,11803.6155,129068.5739,NPD,NPD,<LOD,<LOD
,10,1976530.821,2298354.902,1685441.837,3021232.104,668601.5956,583510.9645,306091.3807,283275.6967,696415.3531,64857812.8,1902628.146,,Interfered,NPD,NPD,516861.1491,144308.0944,Interfered,380283.2347,325609.9971,NPD,<LOD,9712.619895,46950.53048,3593.741607,NPD,NPD,Interfered,1576219.755,38829.12374,<LOD,62487.56348,35855.44403,NPD,11288.98096,<LOD,NPD,3556.299735,120340.4095,NPD,NPD,<LOD,1932.584416,Interfered,3848.348003,Interfered,6987.508519,Interfered,15292.70062,NPD,6415.778125,5858.448807,13354.57927,NPD,Interfered,Interfered,Interfered,<LOD,47358.8386,8112.081801,1696.544397,NPD,2770.334821,2822.101918,NPD,NPD,<LOD,NPD,5280.890636,NPD,<LOD,3454.383591,NPD,309674.2718,Interfered,NPD,1835.420278,245867.2994,1018.156123,NPD
,11,1935779.511,2271757.038,1772860.402,2809593.147,359074.2966,534392.4641,314984.8802,300417.26,692725.2987,106143604.4,1807315.809,,Interfered,NPD,NPD,4709.610246,122364.1746,Interfered,525613.7611,278565.3114,3556.787756,13114.11557,12539.79956,15924.32779,3614.522173,2589.02426,11347.46403,NPD,1483789.166,61682.76088,<LOD,3862.884941,20166.90177,NPD,10628.21755,NPD,NPD,NPD,46631.4883,NPD,<LOD,692039.0463,NPD,1976.904726,NPD,7557.501503,4409.876891,Interfered,2193.034268,NPD,NPD,5038.122002,NPD,NPD,NPD,Interfered,Interfered,NPD,31026.96706,7786.334421,1886.768527,<LOD,<LOD,4958.897263,93266.1076,NPD,NPD,3514.337355,7550.708568,3514.340434,NPD,2122.664114,11371.90444,304211.2682,Interfered,NPD,8450.40437,NPD,1272.053077,<LOD
,12,2100590.252,2311897.192,2138597.085,2936858.152,317172.4814,516334.4447,321841.8858,318875.5335,794533.606,64335267.49,1959030.584,NPD,NPD,5020.51857,NPD,1885.123218,101791.86,Interfered,335317.0279,77922.24263,NPD,4889.0906,12557.85819,69775.29779,11268.15502,7928.53196,NPD,12623.43131,1579107.093,34127.31805,<LOD,3268.938979,NPD,1185.987383,21131.78273,NPD,NPD,21379.21985,NPD,NPD,NPD,4368.304546,3422.13274,3434.578186,NPD,Interfered,14488.93576,Interfered,<LOD,<LOD,6095.148163,NPD,2686.840069,7367.182283,Interfered,Interfered,Interfered,NPD,116323.1765,NPD,NPD,<LOD,2998.911362,967.5150036,91859.77759,NPD,NPD,NPD,7735.946421,2653.181446,<LOD,10398.28241,2321.850116,371419.6379,Interfered,<LOD,2255.444482,NPD,1259.604373,NPD
,13,2799507.502,2938075.596,2564385.844,2859862.683,270250.0355,700869.3541,484947.2939,549428.5761,1104832.945,1133159.641,2756792.748,341575.8907,426056.4338,676395.3754,453827.4438,2451.11518,NPD,289355.2912,124524.1964,345166.9214,539043.3719,454691.5365,201821.5687,428867.8328,416814.6586,504911.2845,249917.3177,596469.2477,1558319.615,295768.7203,520114.9202,266938.7171,855678.3147,165167.801,200489.5269,334052.4171,113004.5211,157131.4372,NPD,51059.93181,756295.8908,520368.1913,1983.801868,NPD,455866.0741,Interfered,194625.3767,210187.3099,237294.7871,281407.1221,253668.5895,256025.6682,155159.5319,185470.5155,100003.5638,491202.5356,Interfered,557991.388,1474460.806,354106.2011,120809.6413,298161.0451,106302.0741,NPD,103808.8655,134380.0071,196655.2389,326063.4003,739380.8008,209945.0793,211118.655,119129.4668,120692.6264,566589.3303,152972.6819,112326.8751,150713.46,247501.4929,31396.87128,139757.6944
20240911_05,1,2703506.422,2294981.704,2541748.084,2992203.81,906095.2331,514297.5188,410434.471,459802.1197,733393.9938,86123.04278,150331.8887,295599.6942,145169.0785,257372.2711,Interfered,73938.16561,NPD,148658.1972,25065.10935,73300.50534,170008.0509,181751.1129,80302.36649,122785.2464,155861.0109,173095.6643,99435.05134,170196.1971,1743753.959,136988.5715,249825.4241,132442.5407,259695.9555,61312.19833,120744.9019,151119.1843,44185.24356,231461.0401,103287.4524,24846.80652,293603.3741,Interfered,34908.69472,94465.11779,168382.8339,65470.2526,68712.98733,81955.00674,128003.7196,91101.9461,100822.9976,148552.9877,82520.6801,41446.45112,59890.69149,Interfered,180594.6799,128533.0218,418673.1151,129372.7222,84449.94254,116378.1841,35883.28222,65875.42151,197038.58,47767.04163,88695.37643,101134.0168,183420.9853,96663.79566,74195.3443,44903.38599,49835.20382,531497.7849,69957.02144,48663.50487,34053.84107,82449.6352,6134.256861,44906.49701
,2,2128492.921,2313375.419,2380502.217,3452535.162,757697.9021,441854.2838,323029.4855,304558.2562,606657.6723,48736180.7,1751272.129,NPD,3086.253392,Interfered,2420.81315,916691.0072,129330.9761,23462.76598,501042.7512,194013.2364,NPD,<LOD,9407.52868,9822.008629,NPD,NPD,15698.00964,NPD,1804905.243,41667.37604,32196.3995,62074.29618,16989.77838,1151.10469,202258.4637,15732.95398,NPD,NPD,1020947.455,3356.055552,<LOD,14514.73425,NPD,20584.47108,3489.381917,5576.96734,3231.485756,Interfered,NPD,NPD,NPD,<LOD,2711.260494,<LOD,NPD,Interfered,Interfered,2971.691941,<LOD,64946.65822,1265.305974,9383.839706,<LOD,NPD,108274.2649,NPD,NPD,NPD,22224.83836,6724.220422,NPD,8214.227636,6382.013498,392509.4839,6524.732912,<LOD,NPD,12962.1528,2869.224962,NPD
,3,1820634.261,2195631.388,2379772.934,3240715.87,769970.0278,461878.6903,318163.3906,279557.1488,615209.3195,106097096.8,1772256.286,,15229.91702,NPD,NPD,157902.8056,49841.60691,22460.97057,1331831.262,14050.5506,16606.86256,4784.768514,7275.780809,3498.793857,NPD,NPD,26329.71652,4826.983276,1780910.183,62867.23924,10945.70784,10297.69878,28949.80677,3605.043843,7279.638029,15505.5683,1920.82326,53044.90659,91811.3296,3451.112341,Interfered,51735.39524,NPD,Interfered,NPD,NPD,NPD,13026.85491,4847.716482,15760.79339,NPD,NPD,27586.75608,<LOD,7838.054125,Interfered,Interfered,4987.280196,16306.38999,31224.61827,4541.044194,4040.964078,<LOD,9159.024421,123262.358,27205.28119,4636.754531,NPD,13709.88591,6233.345674,<LOD,NPD,1609.662475,335463.5497,Interfered,49059.41047,<LOD,NPD,2198.261769,<LOD
,4,1928959.571,2309145.272,2102917.798,3322301.679,755074.688,526631.0188,343661.0664,356892.7926,408604.829,65910047.04,1740769.549,,9452.904517,NPD,Interfered,116582.4541,303363.1228,13235.8239,694161.0602,39425.39867,NPD,20298.11586,72144.36261,NPD,61395.82915,NPD,17893.41593,13409.55035,1747842.836,69690.77163,26730.91588,NPD,37924.25658,NPD,14287.24166,3918.920233,NPD,35223.94107,60912.83387,NPD,NPD,<LOD,1515.313811,Interfered,<LOD,Interfered,26034.6056,40016.94337,<LOD,NPD,NPD,NPD,49362.9494,NPD,26286.19781,Interfered,Interfered,2478.091626,113407.7629,28716.23408,5660.04239,NPD,NPD,5980.490435,93529.18797,19601.34283,<LOD,NPD,9524.960409,4659.109832,149507.8392,38876.83328,NPD,437366.4664,43441.51592,<LOD,7233.859118,NPD,19774.38282,NPD
